scenario_id,industry,state,grid_factor,solar_irradiation,monthly_kwh,baseline_co2_kg,tariff_per_kwh,solar_percent,ev_percent,peak_shift_hours,solar_co2_saved,ev_co2_saved,peak_co2_saved,total_co2_saved_kg,new_monthly_co2_kg,cost_saved_rs_month,cost_saved_rs_year,reduction_percent
SIM_01580,pharma,odisha,0.91,4.7,10006.52,9105.93,9.34,75.15,26.33,1.4,6374.15,291.67,254.78,6536.13,2569.81,82729.65,992755.83,71.78
SIM_01581,cement,tamil_nadu,0.68,5.0,74490.84,50653.77,6.43,5.83,40.64,3.52,3098.52,3037.37,3570.07,11164.89,39488.88,186097.72,2233172.6,22.04
SIM_01582,textile,delhi,0.72,4.9,5421.24,3903.29,7.52,57.46,8.29,1.97,2321.22,74.84,153.5,2216.23,1687.06,28428.24,341138.87,56.78
SIM_01583,pharma,chhattisgarh,0.92,4.9,11461.0,10544.12,9.38,69.44,4.25,2.92,7380.89,52.99,615.95,7926.09,2618.03,80182.87,962194.46,75.17
SIM_01584,steel,andhra_pradesh,0.72,5.4,17391.61,12521.96,7.42,21.42,14.29,6.29,2976.65,281.33,1576.45,4366.01,8155.95,49483.03,593796.32,34.87
SIM_01585,auto_components,west_bengal,0.9,4.5,16144.45,14530.01,6.64,77.83,26.42,4.19,10171.01,511.1,1218.9,12075.69,2454.31,106503.89,1278046.65,83.11
SIM_01586,auto_components,kerala,0.42,4.2,31025.75,13030.82,7.49,6.75,41.19,0.48,818.15,2475.27,125.44,3538.78,9492.03,117630.67,1411568.04,27.16
SIM_01587,pharma,chhattisgarh,0.92,4.9,6447.44,5931.65,9.29,48.42,22.65,6.24,2972.49,222.48,740.78,3869.12,2062.53,44980.9,539770.83,65.23
SIM_01588,cement,punjab,0.76,5.0,55604.76,42259.62,7.19,76.59,58.41,7.58,29581.73,5031.41,6406.92,34370.6,7889.02,554044.65,6648535.79,81.33
SIM_01589,food_processing,delhi,0.72,4.9,24597.41,17710.14,7.36,16.7,45.55,6.19,3060.64,1898.19,2193.73,7351.16,10358.98,132080.28,1584963.36,41.51
SIM_01590,plastics,odisha,0.91,4.7,23558.38,21438.13,6.94,42.36,30.09,5.58,9125.59,703.69,2390.78,11577.34,9860.79,114927.85,1379134.25,54.0
SIM_01591,plastics,uttar_pradesh,0.85,4.8,6254.93,5316.69,8.58,42.78,40.32,1.77,2319.95,358.71,188.28,2968.7,2347.99,43438.64,521263.69,55.84
SIM_01592,pharma,uttar_pradesh,0.85,4.8,30917.8,26280.13,8.07,14.87,27.95,3.68,3986.43,1362.32,1935.04,6259.24,20020.9,117212.6,1406551.14,23.82
SIM_01593,pharma,kerala,0.42,4.2,17615.06,7398.33,7.1,57.74,37.71,6.66,3972.65,1225.73,985.65,5907.55,1490.78,122827.97,1473935.59,79.85
SIM_01594,pharma,madhya_pradesh,0.83,5.3,30893.56,25641.65,7.35,12.23,10.91,4.03,3433.28,311.1,2068.44,6898.62,18743.03,52525.37,630304.48,26.9
SIM_01595,textile,madhya_pradesh,0.83,5.3,21723.23,18030.28,7.46,53.81,59.01,4.68,10623.04,1744.02,1688.13,15654.01,2376.27,193265.69,2319188.24,86.82
SIM_01596,plastics,delhi,0.72,4.9,32453.34,23366.41,6.69,9.44,51.88,4.8,2282.86,1913.77,2242.08,5767.48,17598.93,122293.19,1467518.31,24.68
SIM_01597,textile,chhattisgarh,0.92,4.9,11135.28,10244.45,7.54,62.32,29.16,1.97,6607.79,269.39,404.17,7407.54,2836.91,70505.5,846065.98,72.31
SIM_01598,plastics,punjab,0.76,5.0,22919.0,17418.44,6.82,73.42,0.63,6.03,12192.91,19.92,2100.55,13799.91,3618.53,116161.07,1393932.79,79.23
SIM_01599,auto_components,uttar_pradesh,0.85,4.8,26411.73,22449.97,7.84,7.36,40.08,6.41,1685.92,1106.53,2877.87,6407.49,16042.48,83504.13,1002049.57,28.54
SIM_01600,chemicals,madhya_pradesh,0.83,5.3,53385.96,44310.35,6.72,74.33,2.14,5.8,31017.24,155.47,5141.37,40089.21,4221.14,271918.2,3263018.42,90.47
SIM_01601,textile,odisha,0.91,4.7,13768.63,12529.45,7.19,35.69,31.93,1.93,4493.88,679.33,483.9,5186.86,7342.59,75146.68,901760.14,41.4
SIM_01602,chemicals,madhya_pradesh,0.83,5.3,20422.86,16950.97,7.36,49.26,21.4,0.19,9142.51,724.33,62.75,9673.81,7277.17,119913.95,1438967.41,57.07
SIM_01603,it_services,uttar_pradesh,0.85,4.8,10482.06,8909.75,10.2,1.89,16.36,4.94,171.45,186.29,879.81,1092.85,7816.89,15322.35,183868.14,12.27
SIM_01604,steel,west_bengal,0.9,4.5,74238.09,66814.28,6.54,35.08,58.74,5.51,22855.1,3866.37,7363.48,33482.75,33331.53,399737.92,4796855.04,50.11
SIM_01605,paper,bihar,0.84,4.7,19065.17,16014.75,6.52,25.12,14.7,1.41,4042.77,425.01,450.88,5186.93,10827.81,55297.89,663574.66,32.39
SIM_01606,food_processing,west_bengal,0.9,4.5,21966.29,19769.66,6.28,55.65,39.24,1.74,10727.67,1298.62,689.54,12659.88,7109.78,149397.67,1792772.04,64.04
SIM_01607,chemicals,jharkhand,0.89,4.6,23946.97,21312.8,8.27,8.69,56.72,1.38,1833.42,1605.73,588.42,3961.11,17351.69,108315.69,1299788.26,18.59
SIM_01608,steel,uttar_pradesh,0.85,4.8,17871.49,15190.76,6.24,10.51,51.81,2.09,1628.41,1141.27,636.17,3423.86,11766.9,75233.6,902803.23,22.54
SIM_01609,textile,odisha,0.91,4.7,24779.41,22549.26,7.95,4.89,49.39,6.02,1107.09,1073.44,2713.92,4560.15,17989.11,77624.27,931491.18,20.22
SIM_01610,chemicals,maharashtra,0.79,5.1,12396.57,9793.29,7.01,2.65,7.3,1.53,276.05,116.14,299.64,714.65,9078.64,9282.91,111394.95,7.3
SIM_01611,food_processing,madhya_pradesh,0.83,5.3,9051.86,7513.05,6.74,5.75,38.99,6.32,472.63,410.7,949.38,1988.2,5524.85,28098.39,337180.67,26.46
SIM_01612,it_services,tamil_nadu,0.68,5.0,9833.65,6686.88,7.77,47.17,56.04,6.3,3312.2,631.44,842.52,5026.27,1660.61,71240.41,854884.96,75.17
SIM_01613,pharma,telangana,0.74,5.2,26972.67,19959.78,7.98,53.7,28.73,1.82,11575.04,1182.65,727.11,12697.11,7262.67,186560.38,2238724.54,63.61
SIM_01614,plastics,madhya_pradesh,0.83,5.3,21212.15,17606.09,7.98,55.31,40.39,1.32,10662.55,1029.5,466.23,14347.09,3258.99,158914.98,1906979.78,81.49
SIM_01615,chemicals,delhi,0.72,4.9,36556.37,26320.58,7.9,24.61,28.8,5.5,6704.63,1534.36,2893.19,11028.72,15291.87,159178.36,1910140.3,41.9
SIM_01616,cement,gujarat,0.82,5.6,64132.12,52588.34,6.8,13.27,39.67,7.44,7957.11,3950.93,7822.92,21316.11,31272.23,295121.17,3541454.08,40.53
SIM_01617,cement,tamil_nadu,0.68,5.0,44697.39,30394.23,7.06,56.07,11.44,6.65,17894.18,849.77,4042.26,22390.04,8004.18,239288.43,2871461.11,73.67
SIM_01618,food_processing,punjab,0.76,5.0,20749.75,15769.81,6.41,58.21,57.84,2.32,9639.14,1790.77,732.72,14639.22,1130.59,174373.91,2092486.9,92.83
SIM_01619,steel,andhra_pradesh,0.72,5.4,47176.38,33966.99,7.77,71.78,51.52,4.57,23776.89,3254.83,3102.75,25982.55,7984.44,427999.14,5135989.74,76.49
SIM_01620,paper,gujarat,0.82,5.6,29329.87,24050.49,6.57,75.84,13.24,7.22,16835.35,407.1,3473.66,21543.95,2506.54,164773.38,1977280.62,89.58
SIM_01621,plastics,telangana,0.74,5.2,32258.13,23871.02,8.51,18.65,45.67,2.74,4807.94,2623.59,1310.28,8651.12,15219.9,191566.63,2298799.56,36.24
SIM_01622,textile,west_bengal,0.9,4.5,19625.53,17662.97,7.75,51.51,34.6,1.93,8870.65,883.66,682.86,10631.62,7031.35,127904.9,1534858.82,60.19
SIM_01623,steel,rajasthan,0.88,5.8,72496.09,63796.56,7.61,23.12,39.3,2.67,17255.14,3541.26,3405.5,23977.47,39819.08,354262.35,4251148.22,37.58
SIM_01624,paper,rajasthan,0.88,5.8,17564.34,15456.62,7.78,66.85,51.88,3.12,10819.63,1364.14,965.83,12762.89,2693.73,173795.95,2085551.41,82.57
SIM_01625,chemicals,odisha,0.91,4.7,17617.77,16032.17,7.14,14.73,59.94,4.48,2372.55,1025.65,1437.55,4765.69,11266.48,80135.13,961621.56,29.73
SIM_01626,paper,punjab,0.76,5.0,28899.47,21963.59,6.71,48.32,17.74,3.0,11144.49,643.08,1318.29,14319.96,7643.64,134643.11,1615717.28,65.2
SIM_01627,textile,delhi,0.72,4.9,20075.14,14454.1,7.75,56.55,3.42,0.44,8460.19,84.36,127.4,8259.73,6194.37,95619.65,1147435.81,57.14
SIM_01628,it_services,odisha,0.91,4.7,12630.02,11493.32,9.24,50.82,30.87,2.98,5870.21,530.81,685.86,6694.89,4798.43,91808.37,1101700.39,58.25
SIM_01629,plastics,chhattisgarh,0.92,4.9,20359.77,18730.99,6.48,19.05,13.41,1.44,3692.38,281.97,539.52,3919.63,14811.36,43246.76,518961.16,20.93
SIM_01630,plastics,chhattisgarh,0.92,4.9,14295.14,13151.53,7.95,39.27,18.75,4.8,5344.76,307.14,1261.8,7467.27,5684.26,66967.11,803605.38,56.78
SIM_01631,paper,chhattisgarh,0.92,4.9,11352.89,10444.66,8.47,24.43,34.47,3.71,2640.41,344.23,774.35,4172.17,6272.48,46097.11,553165.36,39.95
SIM_01632,it_services,madhya_pradesh,0.83,5.3,12088.09,10033.11,8.87,79.89,18.69,5.65,7023.18,302.9,1133.66,7196.01,2837.11,94857.14,1138285.64,71.72
SIM_01633,food_processing,west_bengal,0.9,4.5,22950.76,20655.68,6.03,11.95,21.26,4.12,2406.29,480.56,1700.02,4280.7,16374.98,46565.01,558780.17,20.72
SIM_01634,plastics,gujarat,0.82,5.6,16915.6,13870.79,7.05,35.49,29.63,8.0,5612.47,480.2,2217.99,8555.89,5314.9,79425.3,953103.59,61.68
SIM_01635,plastics,bihar,0.84,4.7,19366.38,16267.76,7.61,18.92,39.91,7.72,3093.54,1042.22,2512.96,6926.91,9340.85,90937.27,1091247.25,42.58
SIM_01636,steel,gujarat,0.82,5.6,29891.7,24511.2,6.19,24.35,42.66,4.02,6803.61,1722.74,1968.47,10116.81,14394.39,147263.67,1767164.03,41.27
SIM_01637,textile,rajasthan,0.88,5.8,15184.71,13362.55,6.39,24.14,24.83,2.56,3773.45,353.23,683.57,4668.06,8694.49,48471.6,581659.23,34.93
SIM_01638,cement,bihar,0.84,4.7,41274.87,34670.89,7.11,59.18,39.45,3.39,20622.29,2167.9,2351.83,23872.06,10798.83,297269.9,3567238.84,68.85
SIM_01639,auto_components,west_bengal,0.9,4.5,49270.91,44343.82,6.17,66.95,21.76,6.7,28944.88,863.37,5944.4,33296.92,11046.89,259203.15,3110437.83,75.09
SIM_01640,food_processing,karnataka,0.62,5.3,26550.95,16461.59,6.16,57.86,9.97,1.4,10428.92,382.43,460.97,10835.96,5625.62,122794.37,1473532.46,65.83
SIM_01641,plastics,punjab,0.76,5.0,29444.88,22378.11,8.39,50.4,2.1,2.24,11843.21,73.73,1003.78,13193.89,9184.22,137853.98,1654247.82,58.96
SIM_01642,chemicals,uttar_pradesh,0.85,4.8,21670.56,18419.97,8.76,18.85,21.98,7.31,3540.87,444.51,2693.65,7421.65,10998.32,68920.15,827041.78,40.29
SIM_01643,food_processing,gujarat,0.82,5.6,25041.61,20534.12,6.87,73.32,27.81,1.96,14373.88,835.91,805.95,13950.53,6583.59,166744.6,2000935.2,67.94
SIM_01644,textile,tamil_nadu,0.68,5.0,10210.6,6943.21,7.01,3.77,27.25,2.23,274.7,382.53,309.01,927.09,6016.12,22256.08,267073.0,13.35
SIM_01645,food_processing,gujarat,0.82,5.6,13874.22,11376.86,7.19,73.76,41.77,4.79,7963.8,612.92,1089.65,9539.08,1837.79,105197.1,1262365.16,83.85
SIM_01646,pharma,andhra_pradesh,0.72,5.4,28859.36,20778.74,8.8,69.48,1.64,7.39,14545.12,67.6,3072.99,17893.53,2885.22,192391.95,2308703.41,86.11
SIM_01647,steel,bihar,0.84,4.7,50075.44,42063.37,5.82,37.09,1.46,2.9,15681.36,108.15,2443.23,16276.41,25786.96,119534.89,1434418.73,38.69
SIM_01648,auto_components,telangana,0.74,5.2,8751.24,6475.92,6.89,64.28,6.09,7.77,4495.72,93.87,1006.71,5583.1,892.82,49365.13,592381.52,86.21
SIM_01649,paper,kerala,0.42,4.2,29682.26,12466.55,6.7,23.23,28.21,7.43,2693.44,1610.5,1853.42,6532.14,5934.41,118411.98,1420943.8,52.4
SIM_01650,textile,punjab,0.76,5.0,23040.42,17510.72,6.38,74.03,53.77,2.93,12257.51,2020.52,1026.6,14829.85,2680.87,208418.0,2501016.01,84.69
SIM_01651,auto_components,rajasthan,0.88,5.8,45091.35,39680.38,7.76,22.71,0.59,0.6,10545.16,24.24,475.13,10699.98,28980.41,95599.46,1147193.49,26.97
SIM_01652,chemicals,rajasthan,0.88,5.8,14353.26,12630.86,8.42,60.25,27.31,7.34,8841.61,476.05,1854.13,10941.97,1688.89,116330.71,1395968.53,86.63
SIM_01653,chemicals,madhya_pradesh,0.83,5.3,47986.9,39829.13,6.95,40.54,23.07,2.27,17681.12,1457.35,1805.65,21469.9,18359.23,230520.73,2766248.74,53.91
SIM_01654,chemicals,west_bengal,0.9,4.5,25194.32,22674.89,8.8,31.79,33.62,1.77,7027.87,1102.05,802.25,8747.63,13927.26,133096.47,1597157.62,38.58
SIM_01655,steel,gujarat,0.82,5.6,38428.62,31511.47,6.5,42.86,55.48,4.34,15395.18,1816.21,2736.67,19192.33,12319.15,224828.69,2697944.24,60.91
SIM_01656,pharma,jharkhand,0.89,4.6,9666.26,8602.97,7.54,10.74,16.06,7.06,914.81,202.76,1214.47,2572.93,6030.05,22157.67,265891.99,29.91
SIM_01657,textile,rajasthan,0.88,5.8,8992.83,7913.69,7.98,79.12,33.44,3.3,5539.59,459.24,521.53,6150.17,1763.52,77106.67,925280.09,77.72
SIM_01658,paper,haryana,0.8,5.1,14006.26,11205.01,6.76,58.6,19.42,1.99,6992.57,269.9,445.45,8944.35,2260.65,74299.32,891591.86,79.82
SIM_01659,it_services,madhya_pradesh,0.83,5.3,2074.92,1722.18,9.82,78.34,45.67,1.83,1205.53,236.25,63.0,1463.22,258.96,27115.38,325384.6,84.96
SIM_01660,plastics,chhattisgarh,0.92,4.9,10588.42,9741.34,6.92,76.11,4.69,5.98,6818.94,76.19,1165.25,8391.4,1349.95,58305.6,699667.15,86.14
SIM_01661,plastics,odisha,0.91,4.7,14405.51,13109.01,8.34,44.04,31.28,7.82,5802.32,626.56,2050.35,9638.31,3470.71,94350.02,1132200.23,73.52
SIM_01662,chemicals,gujarat,0.82,5.6,44428.88,36431.68,7.09,38.38,20.05,7.71,15941.51,1331.69,5619.92,21600.68,14831.0,223155.58,2677867.0,59.29
SIM_01663,chemicals,maharashtra,0.79,5.1,25886.29,20450.17,7.8,12.51,50.76,7.44,2724.17,1759.44,3043.6,6979.9,13470.28,127347.23,1528166.79,34.13
SIM_01664,auto_components,rajasthan,0.88,5.8,18777.8,16524.46,6.52,51.75,7.26,2.01,10005.46,139.59,663.12,9825.16,6699.3,83303.12,999637.47,59.46
SIM_01665,cement,telangana,0.74,5.2,88376.89,65398.9,7.04,39.9,40.48,6.62,28180.46,4880.56,8662.8,41954.69,23444.21,537975.42,6455705.08,64.15
SIM_01666,food_processing,karnataka,0.62,5.3,19781.4,12264.47,6.91,65.48,28.27,2.74,8585.13,565.78,671.63,11737.08,527.39,124190.24,1490282.87,95.7
SIM_01667,paper,bihar,0.84,4.7,9281.35,7796.34,7.0,69.37,6.61,0.85,5435.66,94.61,131.85,5692.83,2103.51,50715.31,608583.72,73.02
SIM_01668,pharma,gujarat,0.82,5.6,11594.66,9507.62,8.42,65.3,17.49,4.77,6655.34,245.16,906.48,8111.32,1396.3,84180.36,1010164.27,85.31
SIM_01669,auto_components,punjab,0.76,5.0,40530.31,30803.04,7.92,31.23,0.79,4.68,10100.51,33.7,2883.22,11998.79,18804.25,115933.48,1391201.81,38.95
SIM_01670,pharma,karnataka,0.62,5.3,13022.82,8074.15,7.59,27.52,24.43,5.1,2432.78,529.99,823.24,4436.52,3637.62,57463.91,689566.87,54.95
SIM_01671,steel,tamil_nadu,0.68,5.0,51015.12,34690.28,6.07,51.46,30.57,7.28,18742.86,1665.16,5048.4,28575.54,6114.74,261339.2,3136070.4,82.37
SIM_01672,textile,tamil_nadu,0.68,5.0,22249.31,15129.53,8.55,10.28,49.49,7.43,1633.87,1776.13,2247.75,5253.61,9875.92,114765.13,1377181.57,34.72
SIM_01673,paper,jharkhand,0.89,4.6,24089.58,21439.73,7.21,71.4,14.21,2.99,15007.81,312.7,1283.59,16018.38,5421.35,142096.16,1705153.88,74.71
SIM_01674,plastics,jharkhand,0.89,4.6,20056.91,17850.65,6.54,55.06,52.33,0.79,9730.15,1308.39,281.8,12798.53,5052.12,145120.57,1741446.85,71.7
SIM_01675,paper,karnataka,0.62,5.3,38969.82,24161.29,6.81,8.84,50.09,7.51,2338.15,2988.45,3628.91,9729.3,14431.99,176583.97,2119007.69,40.27
SIM_01676,food_processing,odisha,0.91,4.7,17975.27,16357.5,6.36,13.6,58.59,6.53,2236.03,1137.14,2136.84,5429.94,10927.56,84546.69,1014560.33,33.2
SIM_01677,pharma,kerala,0.42,4.2,34119.56,14330.21,7.55,19.3,44.38,3.86,2572.11,2733.53,1105.71,6259.03,8071.19,165280.53,1983366.36,43.68
SIM_01678,it_services,tamil_nadu,0.68,5.0,8060.11,5480.88,7.75,61.85,43.63,1.68,3559.15,562.36,183.77,4435.37,1045.51,68344.19,820130.23,80.92
SIM_01679,textile,jharkhand,0.89,4.6,13077.26,11638.76,7.15,58.43,32.47,5.2,6732.2,574.95,1210.12,8726.89,2911.87,89106.51,1069278.13,74.98
SIM_01680,plastics,uttar_pradesh,0.85,4.8,8764.56,7449.88,7.49,56.91,56.31,1.89,4324.71,545.57,281.75,5314.54,2135.33,68431.09,821173.11,71.34
SIM_01681,steel,west_bengal,0.9,4.5,39891.71,35902.54,6.39,30.41,39.81,0.42,10643.68,1403.28,299.93,13551.07,22351.48,155118.13,1861417.53,37.74
SIM_01682,chemicals,haryana,0.8,5.1,25888.09,20710.47,6.8,10.4,34.59,2.1,2293.45,1170.89,871.45,4547.69,16162.78,82972.65,995671.78,21.96
SIM_01683,cement,kerala,0.42,4.2,54298.96,22805.56,7.07,73.38,21.76,2.84,15563.2,1831.29,1296.03,20258.94,2546.62,344102.88,4129234.56,88.83
SIM_01684,it_services,haryana,0.8,5.1,14737.41,11789.93,8.46,62.91,12.13,2.1,7899.26,294.67,495.38,9248.04,2541.89,100525.96,1206311.52,78.44
SIM_01685,steel,rajasthan,0.88,5.8,33276.79,29283.57,7.57,61.33,48.89,4.4,20498.5,1900.23,2577.11,24704.89,4578.68,288314.83,3459778.0,84.36
SIM_01686,plastics,chhattisgarh,0.92,4.9,26105.81,24017.35,7.85,22.37,27.33,2.06,5559.95,1107.08,988.11,8997.22,15020.13,113172.98,1358075.79,37.46
SIM_01687,auto_components,gujarat,0.82,5.6,24160.29,19811.44,6.96,33.94,11.44,4.87,7665.01,326.63,1928.62,9836.82,9974.62,87327.56,1047930.68,49.65
SIM_01688,it_services,jharkhand,0.89,4.6,14886.91,13249.35,10.26,35.65,45.62,1.99,4675.88,983.53,527.02,6421.75,6827.6,110627.5,1327530.03,48.47
SIM_01689,textile,madhya_pradesh,0.83,5.3,15798.67,13112.9,7.35,39.92,28.31,4.2,5731.54,443.99,1101.97,7016.99,6095.91,77421.53,929058.3,53.51
SIM_01690,steel,jharkhand,0.89,4.6,21937.04,19523.97,6.99,53.82,55.9,1.0,10402.38,1155.16,390.71,11789.28,7734.69,147171.52,1766058.18,60.38
SIM_01691,it_services,gujarat,0.82,5.6,10416.99,8541.93,10.13,60.32,43.95,3.34,5873.49,533.58,570.31,6792.14,1749.79,103019.68,1236236.2,79.52
SIM_01692,cement,uttar_pradesh,0.85,4.8,39249.16,33361.78,6.99,77.31,37.64,2.88,23353.25,1502.59,1918.37,30142.94,3218.84,278336.86,3340042.31,90.35
SIM_01693,steel,west_bengal,0.9,4.5,69501.72,62551.55,5.95,72.87,56.47,6.29,43786.09,3283.55,7870.29,50477.77,12073.78,489915.02,5878980.22,80.7
SIM_01694,steel,uttar_pradesh,0.85,4.8,63390.08,53881.57,6.43,63.36,11.9,7.78,34823.07,854.94,8385.28,42795.15,11086.42,328652.69,3943832.32,79.42
SIM_01695,pharma,uttar_pradesh,0.85,4.8,34274.4,29133.24,7.31,30.58,51.7,7.81,9086.52,2489.4,4552.18,16685.38,12447.86,224849.02,2698188.23,57.27
SIM_01696,pharma,andhra_pradesh,0.72,5.4,13426.54,9667.11,7.28,62.42,19.65,6.58,6698.18,286.97,1271.53,9327.22,339.89,85765.48,1029185.74,96.48
SIM_01697,it_services,karnataka,0.62,5.3,11768.06,7296.2,9.68,14.41,20.76,2.01,1151.63,340.66,293.07,1770.71,5525.48,35191.46,422297.49,24.27
SIM_01698,plastics,madhya_pradesh,0.83,5.3,7038.65,5842.08,8.37,64.27,40.8,1.32,4089.46,344.32,153.9,5083.71,758.37,60107.01,721284.1,87.02
SIM_01699,food_processing,jharkhand,0.89,4.6,20492.98,18238.75,7.13,10.82,43.9,7.29,1952.96,1131.66,2657.49,5603.47,12635.28,85208.75,1022505.0,30.72
SIM_01700,textile,odisha,0.91,4.7,13732.54,12496.61,7.03,70.59,6.04,4.96,8747.63,102.67,1240.48,11333.05,1163.56,76280.72,915368.65,90.69
SIM_01701,paper,punjab,0.76,5.0,23013.74,17490.45,7.19,65.49,3.77,7.8,12026.64,153.07,2727.71,13768.09,3722.36,129339.96,1552079.56,78.72
SIM_01702,chemicals,telangana,0.74,5.2,26305.69,19466.21,8.3,51.17,56.77,4.5,10757.45,2219.0,1750.07,14122.37,5343.84,237937.94,2855255.31,72.55
SIM_01703,food_processing,telangana,0.74,5.2,19175.49,14189.86,6.54,59.81,47.9,1.74,9165.16,904.19,493.59,10258.88,3930.98,127737.7,1532852.38,72.3
SIM_01704,plastics,maharashtra,0.79,5.1,22299.58,17616.66,8.47,65.36,32.42,4.21,12262.35,1225.11,1483.79,15137.98,2478.68,199848.75,2398184.95,85.93
SIM_01705,it_services,karnataka,0.62,5.3,2015.97,1249.9,9.95,40.22,0.47,4.05,550.42,3.4,101.24,709.11,540.79,9477.79,113733.48,56.73
SIM_01706,cement,bihar,0.84,4.7,60571.67,50880.2,6.22,14.82,19.3,3.3,7575.75,1726.12,3353.68,12345.56,38534.64,156480.44,1877765.25,24.26
SIM_01707,plastics,gujarat,0.82,5.6,17801.15,14596.95,7.26,48.33,47.39,7.53,8041.75,1314.02,2199.51,11519.77,3077.17,146789.51,1761474.17,78.92
SIM_01708,pharma,bihar,0.84,4.7,26511.26,22269.46,9.09,37.94,38.27,2.36,8490.4,1101.44,1050.68,12122.9,10146.57,154529.92,1854359.03,54.44
SIM_01709,pharma,telangana,0.74,5.2,10303.7,7624.74,7.4,31.49,32.14,6.94,2593.0,413.79,1058.53,4308.06,3316.68,49892.81,598713.67,56.5
SIM_01710,textile,jharkhand,0.89,4.6,13712.26,12203.91,7.15,74.55,52.46,7.45,8542.74,706.45,1817.59,9523.15,2680.76,112482.17,1349786.01,78.03
SIM_01711,paper,rajasthan,0.88,5.8,11216.08,9870.15,6.49,70.27,33.4,5.17,6909.1,402.03,1021.07,8415.74,1454.41,75509.14,906109.7,85.26
SIM_01712,food_processing,jharkhand,0.89,4.6,15472.57,13770.59,6.0,19.2,42.22,5.15,2617.38,1011.49,1418.16,5266.86,8503.73,76986.59,923839.08,38.25
SIM_01713,steel,haryana,0.8,5.1,59860.06,47888.05,7.1,51.76,59.03,5.57,26399.23,4726.29,5330.35,41874.17,6013.88,495814.74,5949776.84,87.44
SIM_01714,steel,telangana,0.74,5.2,18953.74,14025.77,6.39,0.92,55.84,3.07,140.01,1487.34,860.48,2562.0,11463.77,78136.61,937639.31,18.27
SIM_01715,steel,telangana,0.74,5.2,16723.7,12375.54,5.96,41.2,57.58,4.85,5507.19,1018.15,1199.75,8870.76,3504.78,98427.69,1181132.26,71.68
SIM_01716,auto_components,odisha,0.91,4.7,38052.96,34628.2,6.42,3.99,58.13,4.32,1387.69,1810.14,2993.12,6082.22,28545.98,118715.64,1424587.64,17.56
SIM_01717,paper,chhattisgarh,0.92,4.9,36518.44,33596.96,7.85,38.59,19.36,3.42,13420.04,1021.7,2301.18,12817.51,20779.45,178746.69,2144960.3,38.15
SIM_01718,steel,chhattisgarh,0.92,4.9,65680.46,60426.03,7.61,10.7,59.95,3.97,6693.86,5339.92,4795.23,15929.18,44496.85,372248.77,4466985.2,26.36
SIM_01719,textile,punjab,0.76,5.0,22450.04,17062.03,6.5,16.45,11.1,7.58,2947.77,398.33,2587.21,5613.85,11448.18,52129.16,625549.94,32.9
SIM_01720,pharma,karnataka,0.62,5.3,25848.35,16025.98,9.38,78.52,30.27,7.94,11218.19,1374.39,2545.53,13829.15,2196.83,245214.91,2942578.95,86.29
SIM_01721,it_services,kerala,0.42,4.2,2383.03,1000.87,9.15,31.34,58.88,1.88,291.68,366.65,37.57,668.85,332.02,21768.4,261220.82,66.83
SIM_01722,chemicals,bihar,0.84,4.7,42113.82,35375.61,6.68,30.43,13.06,4.78,10817.63,553.83,3378.85,15146.79,20228.81,123925.97,1487111.59,42.82
SIM_01723,it_services,andhra_pradesh,0.72,5.4,2744.26,1975.86,8.52,42.65,18.52,3.17,935.31,88.68,125.22,1023.4,952.47,15913.79,190965.54,51.79
SIM_01724,food_processing,kerala,0.42,4.2,28560.51,11995.42,7.24,52.86,18.37,7.91,5897.06,894.6,1898.77,8514.0,3481.41,148529.03,1782348.36,70.98
SIM_01725,textile,kerala,0.42,4.2,12372.11,5196.28,6.45,46.24,0.06,2.78,2234.67,1.25,289.2,2174.24,3022.05,35716.49,428597.84,41.84
SIM_01726,chemicals,bihar,0.84,4.7,31010.37,26048.71,8.05,53.58,59.84,5.36,14027.85,2198.39,2790.61,21990.46,4058.25,260800.61,3129607.3,84.42
SIM_01727,it_services,madhya_pradesh,0.83,5.3,4323.27,3588.31,10.02,55.59,58.82,1.81,2184.25,423.07,129.87,2511.39,1076.92,49438.04,593256.44,69.99
SIM_01728,auto_components,delhi,0.72,4.9,32902.24,23689.62,6.61,60.89,58.5,4.63,14930.25,2623.98,2193.85,17472.62,6217.0,273076.12,3276913.44,73.76
SIM_01729,food_processing,punjab,0.76,5.0,26516.8,20152.77,7.57,32.88,56.45,2.33,6958.56,1598.44,939.87,9028.4,11124.36,153470.75,1841648.96,44.8
SIM_01730,textile,rajasthan,0.88,5.8,9270.69,8158.21,7.8,46.42,59.27,7.16,4430.96,562.54,1168.46,6969.78,1188.43,73555.6,882667.18,85.43
SIM_01731,textile,chhattisgarh,0.92,4.9,11448.13,10532.28,8.33,28.75,19.51,5.15,3133.51,280.43,1085.15,3859.81,6672.47,47323.74,567884.85,36.65
SIM_01732,pharma,bihar,0.84,4.7,27922.41,23454.82,8.62,38.87,6.62,5.0,9162.19,219.54,2344.88,11438.46,12016.36,113064.63,1356775.52,48.77
SIM_01733,auto_components,maharashtra,0.79,5.1,13709.98,10830.89,6.73,23.94,16.91,0.83,2761.16,372.91,180.49,3155.63,7675.25,43372.29,520467.53,29.14
SIM_01734,auto_components,delhi,0.72,4.9,33030.09,23781.67,6.58,26.29,1.17,7.33,6471.43,65.39,3488.42,10159.1,13622.57,71989.99,863879.91,42.72
